Start	End	CDS	Strand	Name	Locus_tag	Product	Bnb	JWnb	ECKnb
2092134	2093231	CDS	C	cysA	ECMDS42_1973	sulfate/thiosulfate transporter subunit	b2422	JW2415	ECK2417
2093221	2094096	CDS	C	cysW	ECMDS42_1974	sulfate/thiosulfate transporter subunit	b2423	JW2416	ECK2418
2094096	2094929	CDS	C	cysU	ECMDS42_1975	sulfate/thiosulfate transporter subunit	b2424	JW2417	ECK2419
2094929	2095945	CDS	C	cysP	ECMDS42_1976	thiosulfate transporter subunit	b2425	JW2418	ECK2420
2096249	2097040	CDS	C	ucpA	ECMDS42_1977	predicted oxidoredutase%2C sulfate metabolism protein	b2426	JW5394	ECK2421
2097169	2098026	CDS	C	yfeT	ECMDS42_1978	predicted DNA-binding transcriptional regulator	b2427	JW2420	ECK2422
2098190	2099086	CDS	D	yfeU	ECMDS42_1979	predicted PTS component	b2428	JW2421	ECK2423
2099090	2100514	CDS	D	murP	ECMDS42_1980	fused predicted enzyme IIBC components of PTS	b2429	JW2422	ECK2424
2100519	2101823	CDS	D	yfeW	ECMDS42_1981	predicted periplasmic esterase	b2430	JW5395	ECK2425
2102063	2102962	CDS	C	yfeX	ECMDS42_1982	conserved protein	b2431	JW2424	ECK2426
2103058	2103633	CDS	C	yfeY	ECMDS42_1983	predicted protein	b2432	JW2425	ECK2427
2103694	2104143	CDS	C	yfeZ	ECMDS42_1984	predicted inner membrane protein	b2433	JW2426	ECK2428
2104130	2104555	CDS	C	ypeA	ECMDS42_1985	predicted acyltransferase with acyl-CoA N-acyltransferase domain	b2434	JW2427	ECK2429
2104769	2105638	CDS	D	amiA	ECMDS42_1986	N-acetylmuramoyl-l-alanine amidase I	b2435	JW2428	ECK2430
2105642	2106541	CDS	D	hemF	ECMDS42_1987	coproporphyrinogen III oxidase	b2436	JW2429	ECK2431
2106547	2107599	CDS	C	yfeG	ECMDS42_1988	predicted DNA-binding transcriptional regulator	b2437	JW2430	ECK2432
2107645	2108145	CDS	C	yffI	ECMDS42_1989	predicted carboxysome structural protein with predicted role in ethanolamine utilization	b2438	JW2431	ECK2433
2108158	2108817	CDS	C	eutL	ECMDS42_1990	predicted carboxysome structural protein with predicted role in ethanolamine utilization	b2439	JW2432	ECK2434
2108827	2109714	CDS	C	eutC	ECMDS42_1991	ethanolamine ammonia-lyase%2C small subunit	b2440	JW2433	ECK2435
2109735	2111096	CDS	C	eutB	ECMDS42_1992	ethanolamine ammonia-lyase%2C large subunit%2C heavy chain	b2441	JW2434	ECK2436
2111108	2112511	CDS	C	eutA	ECMDS42_1993	reactivating factor for ethanolamine ammonia lyase	b2451	JW2435	ECK2446
2112508	2113734	CDS	C	eutH	ECMDS42_1994	predicted inner membrane protein	b2452	JW2436	ECK2447
2113951	2115138	CDS	C	eutG	ECMDS42_1995	predicted alcohol dehydrogenase in ethanolamine utilization	b2453	JW2437	ECK2448
2115128	2115964	CDS	C	eutJ	ECMDS42_1996	predicted chaperonin%2C ethanolamine utilization protein	b2454	JW2438	ECK2449
2115975	2117378	CDS	C	eutE	ECMDS42_1997	predicted aldehyde dehydrogenase%2C ethanolamine utilization protein	b2455	JW2439	ECK2450
2117390	2117677	CDS	C	cchB	ECMDS42_1998	predicted carboxysome structural protein%2C ethanolamine utilization protein	b2456	JW2440	ECK2451
2117784	2118077	CDS	C	cchA	ECMDS42_1999	predicted carboxysome structural protein%2C ethanolamine utilization protein	b2457	JW2441	ECK2452
2118116	2119132	CDS	C	eutI	ECMDS42_2000	predicted phosphotransacetylase subunit	b2458	JW2442	ECK2453
2119129	2119932	CDS	C	eutT	ECMDS42_2001	predicted cobalamin adenosyltransferase in ethanolamine utilization	b2459	JW2443	ECK2454
2119929	2120630	CDS	C	eutQ	ECMDS42_2002	conserved protein	b2460	JW2444	ECK2455
2120605	2121084	CDS	C	eutP	ECMDS42_2003	conserved protein with nucleoside triphosphate hydrolase domain	b2461	JW2445	ECK2456
2121097	2121432	CDS	C	ypfE	ECMDS42_2004	predicted carboxysome structural protein with predicted role in ethanol utilization	b2462	JW2446	ECK2457
2121725	2124004	CDS	C	maeB	ECMDS42_2005	fused malic enzyme predicted oxidoreductase/predicted phosphotransacetylase	b2463	JW2447	ECK2458
2124293	2125243	CDS	D	talA	ECMDS42_2006	transaldolase A	b2464	JW2448	ECK2459
2125263	2127266	CDS	D	tktB	ECMDS42_2007	transketolase 2%2C thiamin-binding	b2465	JW2449	ECK2460
2127361	2128404	CDS	C	ypfG	ECMDS42_2008	predicted protein	b2466	JW2450	ECK2461
2128530	2129105	CDS	C	yffH	ECMDS42_2009	predicted NUDIX hydrolase	b2467	JW2451	ECK2462
2129173	2131152	CDS	C	aegA	ECMDS42_2010	fused predicted FeS binding subunit/predicted NAD/FAD-binding subunit of oxidoreductase	b2468	JW2452	ECK2463
2131358	2133058	CDS	D	narQ	ECMDS42_2011	sensory histidine kinase in two-component regulatory system with NarP	b2469	JW2453	ECK2464
2133222	2136335	CDS	D	acrD	ECMDS42_2012	aminoglycoside/multidrug efflux system	b2470	JW2454	ECK2465
2136874	2137230	CDS	D	yffB	ECMDS42_2013	conserved protein	b2471	JW2455	ECK2466
2137234	2138361	CDS	D	dapE	ECMDS42_2014	N-succinyl-diaminopimelate deacylase	b2472	JW2456	ECK2467
2138389	2138589	CDS	D	ypfN	ECMDS42_2015	predicted protein	b4547	JW2457	ECK2468
2138699	2139397	CDS	C	ypfH	ECMDS42_2016	predicted hydrolase	b2473	JW5396	ECK2469
2139471	2141486	CDS	C	ypfI	ECMDS42_2017	predicted hydrolase	b2474	JW2459	ECK2470
2141501	2142364	CDS	C	ypfJ	ECMDS42_2018	conserved protein	b2475	JW2460	ECK2471
2142532	2143245	CDS	C	purC	ECMDS42_2019	phosphoribosylaminoimidazole-succinocarboxamide synthetase	b2476	JW2461	ECK2472
2143458	2144492	CDS	C	nlpB	ECMDS42_2020	lipoprotein	b2477	JW2462	ECK2473
2144509	2145387	CDS	C	dapA	ECMDS42_2021	dihydrodipicolinate synthase	b2478	JW2463	ECK2474
2145533	2146105	CDS	D	gcvR	ECMDS42_2022	DNA-binding transcriptional repressor%2C regulatory protein accessory to GcvA	b2479	JW2464	ECK2475
2146105	2146575	CDS	D	bcp	ECMDS42_2023	thiol peroxidase%2C thioredoxin-dependent	b2480	JW2465	ECK2476
2146828	2147445	CDS	D	hyfA	ECMDS42_2024	hydrogenase 4%2C 4Fe-4S subunit	b2481	JW2466	ECK2477
2147445	2149463	CDS	D	hyfB	ECMDS42_2025	hydrogenase 4%2C membrane subunit	b2482	JW2467	ECK2478
2149474	2150421	CDS	D	hyfC	ECMDS42_2026	hydrogenase 4%2C membrane subunit	b2483	JW2468	ECK2479
2150438	2151877	CDS	D	hyfD	ECMDS42_2027	hydrogenase 4%2C membrane subunit	b2484	JW2469	ECK2480
2151889	2152539	CDS	D	hyfE	ECMDS42_2028	hydrogenase 4%2C membrane subunit	b2485	JW2470	ECK2481
2152544	2154124	CDS	D	hyfF	ECMDS42_2029	hydrogenase 4%2C membrane subunit	b2486	JW2471	ECK2482
2154114	2155781	CDS	D	hyfG	ECMDS42_2030	hydrogenase 4%2C subunit	b2487	JW2472	ECK2483
2155791	2156336	CDS	D	hyfH	ECMDS42_2031	hydrogenase 4%2C Fe-S subunit	b2488	JW2473	ECK2484
2156333	2157091	CDS	D	hyfI	ECMDS42_2032	hydrogenase 4%2C Fe-S subunit	b2489	JW5805	ECK2485
2157084	2157497	CDS	D	hyfJ	ECMDS42_2033	predicted processing element hydrogenase 4	b2490	JW2475	ECK2486
2157527	2159539	CDS	D	hyfR	ECMDS42_2034	DNA-binding transcriptional activator%2C formate sensing	b2491	JW2476	ECK2487
2159561	2160409	CDS	D	focB	ECMDS42_2035	predicted formate transporter	b2492	JW2477	ECK2488
2160447	2161508	CDS	C	yfgO	ECMDS42_2036	predicted inner membrane protein	b2493	JW2478	ECK2489
2161721	2163184	CDS	D	yfgC	ECMDS42_2037	predicted peptidase	b2494	JW2479	ECK2490
2163205	2163564	CDS	D	yfgD	ECMDS42_2038	predicted oxidoreductase	b2495	JW2480	ECK2491
2163702	2164448	CDS	C	hda	ECMDS42_2039	ATPase regulatory factor	b2496	JW5397	ECK2492
2164498	2165787	CDS	C	uraA	ECMDS42_2040	uracil transporter	b2497	JW2482	ECK2493
2165873	2166499	CDS	C	upp	ECMDS42_2041	uracil phosphoribosyltransferase	b2498	JW2483	ECK2494
2166824	2167861	CDS	D	purM	ECMDS42_2042	phosphoribosylaminoimidazole synthetase	b2499	JW2484	ECK2495
2167861	2168499	CDS	D	purN	ECMDS42_2043	phosphoribosylglycinamide formyltransferase 1	b2500	JW2485	ECK2496
2168671	2170737	CDS	D	ppk	ECMDS42_2044	polyphosphate kinase%2C component of RNA degradosome	b2501	JW2486	ECK2497
2170742	2172283	CDS	D	ppx	ECMDS42_2045	exopolyphosphatase	b2502	JW2487	ECK2498
2172322	2174565	CDS	C	yfgF	ECMDS42_2046	predicted inner membrane protein	b2503	JW2488	ECK2499
2174917	2175108	CDS	D	yfgG	ECMDS42_2047	predicted protein	b2504	JW5399	ECK2500
2175419	2175937	CDS	D	yfgH	ECMDS42_2048	predicted outer membrane lipoprotein	b2505	JW5400	ECK2501
2175953	2176492	CDS	D	yfgI	ECMDS42_2049	conserved protein	b2506	JW2490	ECK2502
2176585	2178162	CDS	C	guaA	ECMDS42_2050	GMP synthetase	b2507	JW2491	ECK2503
2178231	2179697	CDS	C	guaB	ECMDS42_2051	IMP dehydrogenase	b2508	JW5401	ECK2504
2179859	2181229	CDS	D	xseA	ECMDS42_2052	exonuclease VII%2C large subunit	b2509	JW2493	ECK2505
2181226	2181441	CDS	C	yfgJ	ECMDS42_2053	predicted protein	b2510	JW5402	ECK2506
2181511	2182983	CDS	C	der	ECMDS42_2054	predicted GTP-binding protein	b2511	JW5403	ECK2507
2183101	2184279	CDS	C	yfgL	ECMDS42_2055	protein assembly complex%2C lipoprotein component	b2512	JW2496	ECK2508
2184290	2184910	CDS	C	yfgM	ECMDS42_2056	conserved protein	b2513	JW2497	ECK2509
2184928	2186202	CDS	C	hisS	ECMDS42_2057	histidyl tRNA synthetase	b2514	JW2498	ECK2510
2186313	2187431	CDS	C	ispG	ECMDS42_2058	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	b2515	JW2499	ECK2511
2187458	2188471	CDS	C	yfgA	ECMDS42_2059	conserved protein	b2516	JW2500	ECK2512
2188756	2189910	CDS	C	yfgB	ECMDS42_2060	predicted enzyme	b2517	JW2501	ECK2513
2190060	2190491	CDS	C	ndk	ECMDS42_2061	multifunctional nucleoside diphosphate kinase and apyrimidinic endonuclease and 3'-phosphodiesterase	b2518	JW2502	ECK2514
2190640	2192952	CDS	C	pbpC	ECMDS42_2062	fused transglycosylase/transpeptidase	b2519	JW2503	ECK2515
2192953	2197914	CDS	C	yfhM	ECMDS42_2063	conserved protein	b2520	JW2504	ECK2516
2198121	2198966	CDS	D	sseA	ECMDS42_2064	3-mercaptopyruvate sulfurtransferase	b2521	JW2505	ECK2517
2199784	2200560	CDS	C	sseB	ECMDS42_2066	rhodanase-like enzyme%2C sulfur transfer from thiosulfate	b2522	JW5404	ECK2519
2200702	2201985	CDS	C	pepB	ECMDS42_2067	aminopeptidase B	b2523	JW2507	ECK2520
2202163	2202363	CDS	C	yfhJ	ECMDS42_2068	conserved protein	b2524	JW2508	ECK2521
2202375	2202710	CDS	C	fdx	ECMDS42_2069	[2Fe-2S] ferredoxin	b2525	JW2509	ECK2522
2202712	2204562	CDS	C	hscA	ECMDS42_2070	DnaK-like molecular chaperone specific for IscU	b2526	JW2510	ECK2523
2204579	2205094	CDS	C	hscB	ECMDS42_2071	DnaJ-like molecular chaperone specific for IscU	b2527	JW2511	ECK2524
2205190	2205513	CDS	C	iscA	ECMDS42_2072	FeS cluster assembly protein	b2528	JW2512	ECK2525
2205530	2205916	CDS	C	iscU	ECMDS42_2073	scaffold protein	b2529	JW2513	ECK2526
2205944	2207158	CDS	C	iscS	ECMDS42_2074	cysteine desulfurase (tRNA sulfurtransferase)%2C PLP-dependent	b2530	JW2514	ECK2527
2207270	2207758	CDS	C	iscR	ECMDS42_2075	DNA-binding transcriptional activator	b2531	JW2515	ECK2528
2208210	2208950	CDS	C	yfhQ	ECMDS42_2076	predicted methyltransferase	b2532	JW2516	ECK2529
2209069	2209872	CDS	D	suhB	ECMDS42_2077	inositol monophosphatase	b2533	JW2517	ECK2530
2209990	2210871	CDS	D	yfhR	ECMDS42_2078	predicted peptidase	b2534	JW2518	ECK2531
2211062	2212342	CDS	D	csiE	ECMDS42_2079	stationary phase inducible protein	b2535	JW5878	ECK2532
2212334	2213473	CDS	C	hcaT	ECMDS42_2080	predicted 3-phenylpropionic transporter	b2536	JW2520	ECK2533
2213633	2214523	CDS	C	hcaR	ECMDS42_2081	DNA-binding transcriptional regulator	b2537	JW2521	ECK2534
2214659	2216020	CDS	D	hcaE	ECMDS42_2082	3-phenylpropionate dioxygenase%2C large (alpha) subunit	b2538	JW2522	ECK2535
2216017	2216535	CDS	D	hcaF	ECMDS42_2083	3-phenylpropionate dioxygenase%2C small (beta) subunit	b2539	JW2523	ECK2536
2216535	2216855	CDS	D	hcaC	ECMDS42_2084	3-phenylpropionate dioxygenase%2C predicted ferredoxin subunit	b2540	JW2524	ECK2537
2216852	2217664	CDS	D	hcaB	ECMDS42_2085	2%2C3-dihydroxy-2%2C3-dihydrophenylpropionate dehydrogenase	b2541	JW2525	ECK2538
2217674	2218876	CDS	D	hcaD	ECMDS42_2086	phenylpropionate dioxygenase%2C ferredoxin reductase subunit	b2542	JW2526	ECK2539
2218901	2219395	CDS	D	yphA	ECMDS42_2087	predicted inner membrane protein	b2543	JW2527	ECK2540
2219443	2220315	CDS	C	yphB	ECMDS42_2088	conserved protein	b2544	JW2528	ECK2541
2220327	2221388	CDS	C	yphC	ECMDS42_2089	predicted oxidoreductase%2C Zn-dependent and NAD(P)-binding	b2545	JW5842	ECK2542
2221454	2222452	CDS	C	yphD	ECMDS42_2090	predicted sugar transporter subunit	b2546	JW2530	ECK2543
2222477	2223988	CDS	C	yphE	ECMDS42_2091	fused predicted sugar transporter subunits	b2547	JW2531	ECK2544
2224011	2224994	CDS	C	yphF	ECMDS42_2092	predicted sugar transporter subunit	b2548	JW2532	ECK2545
2225091	2228372	CDS	C	yphG	ECMDS42_2093	conserved protein	b2549	JW5405	ECK2546
2228490	2229683	CDS	D	yphH	ECMDS42_2094	predicted DNA-binding transcriptional regulator	b2550	JW5406	ECK2547
2229881	2231134	CDS	C	glyA	ECMDS42_2095	serine hydroxymethyltransferase	b2551	JW2535	ECK2548
2231462	2232652	CDS	D	hmp	ECMDS42_2096	fused nitric oxide dioxygenase/dihydropteridine reductase 2	b2552	JW2536	ECK2549
2232697	2233035	CDS	C	glnB	ECMDS42_2097	regulatory protein P-II for glutamine synthetase	b2553	JW2537	ECK2550
2233096	2234430	CDS	C	yfhA	ECMDS42_2098	predicted DNA-binding response regulator in two-component system	b2554	JW2538	ECK2551
2234420	2235133	CDS	C	yfhG	ECMDS42_2099	conserved protein	b2555	JW2539	ECK2552
2235298	2236725	CDS	C	yfhK	ECMDS42_2100	predicted sensory kinase in two-component system	b2556	JW5407	ECK2553
2237283	2241170	CDS	C	purL	ECMDS42_2102	phosphoribosylformyl-glycineamide synthetase	b2557	JW2541	ECK2555
2241566	2242984	CDS	D	yfhD	ECMDS42_2103	predicted transglycosylase	b2558	JW2542	ECK2556
2242981	2243517	CDS	C	tadA	ECMDS42_2104	tRNA-specific adenosine deaminase	b2559	JW2543	ECK2557
2243542	2244177	CDS	C	yfhB	ECMDS42_2105	conserved protein	b2560	JW5408	ECK2558
2244386	2245234	CDS	D	yfhH	ECMDS42_2106	predicted DNA-binding transcriptional regulator	b2561	JW2545	ECK2559
2245290	2245550	CDS	D	yfhL	ECMDS42_2107	predicted 4Fe-4S cluster-containing protein	b2562	JW2546	ECK2560
2246245	2246625	CDS	C	acpS	ECMDS42_2108	holo-[acyl-carrier-protein] synthase 1	b2563	JW2547	ECK2561
2246625	2247356	CDS	C	pdxJ	ECMDS42_2109	pyridoxine 5'-phosphate synthase	b2564	JW2548	ECK2562
2247368	2248096	CDS	C	recO	ECMDS42_2110	gap repair protein	b2565	JW2549	ECK2563
2248108	2249013	CDS	C	era	ECMDS42_2111	BAL39322.1	b2566	JW2550	ECK2564
2249010	2249690	CDS	C	rnc	ECMDS42_2112	RNase III	b2567	JW2551	ECK2565
2249962	2250936	CDS	C	lepB	ECMDS42_2113	leader peptidase	b2568	JW2552	ECK2566
2250952	2252751	CDS	C	lepA	ECMDS42_2114	GTP binding membrane protein	b2569	JW2553	ECK2567
2252949	2253428	CDS	C	rseC	ECMDS42_2115	RseC protein	b2570	JW2554	ECK2568
2253425	2254381	CDS	C	rseB	ECMDS42_2116	anti-sigma factor	b2571	JW2555	ECK2569
2254381	2255031	CDS	C	rseA	ECMDS42_2117	anti-sigma factor	b2572	JW2556	ECK2570
2255064	2255639	CDS	C	rpoE	ECMDS42_2118	RNA polymerase%2C sigma 24 (sigma E) factor	b2573	JW2557	ECK2571
2256047	2257669	CDS	D	nadB	ECMDS42_2119	quinolinate synthase%2C L-aspartate oxidase (B protein) subunit	b2574	JW2558	ECK2572
2257654	2258391	CDS	C	yfiC	ECMDS42_2120	predicted methyltransferase	b2575	JW2559	ECK2573
2258523	2259857	CDS	D	srmB	ECMDS42_2121	ATP-dependent RNA helicase	b2576	JW2560	ECK2574
2260066	2260947	CDS	C	yfiE	ECMDS42_2122	predicted DNA-binding transcriptional regulator	b2577	JW2561	ECK2575
2261050	2261637	CDS	D	yfiK	ECMDS42_2123	neutral amino-acid efflux system	b2578	JW2562	ECK2576
2261693	2262076	CDS	C	yfiD	ECMDS42_2124	pyruvate formate lyase subunit	b2579	JW2563	ECK2577
2262381	2263070	CDS	D	ung	ECMDS42_2125	uracil-DNA-glycosylase	b2580	JW2564	ECK2578
2263118	2264155	CDS	C	yfiF	ECMDS42_2126	predicted methyltransferase	b2581	JW2565	ECK2579
2264362	2264781	CDS	D	trxC	ECMDS42_2127	thioredoxin 2	b2582	JW2566	ECK2580
2264850	2265548	CDS	D	yfiP	ECMDS42_2128	conserved protein	b2583	JW5409	ECK2581
2265580	2268240	CDS	D	yfiQ	ECMDS42_2129	fused predicted acyl-CoA synthetase NAD(P)-binding subunit	b2584	JW2568	ECK2582
2268354	2269709	CDS	D	pssA	ECMDS42_2130	phosphatidylserine synthase	b2585	JW2569	ECK2583
2269806	2270078	CDS	D	yfiM	ECMDS42_2131	predicted protein	b2586	JW2570	ECK2584
2270075	2271373	CDS	C	kgtP	ECMDS42_2132	alpha-ketoglutarate transporter	b2587	JW2571	ECK2585
2277227	2279800	CDS	C	clpB	ECMDS42_2137	protein disaggregation chaperone	b2592	JW2573	ECK2590
2279930	2280661	CDS	C	yfiH	ECMDS42_2138	conserved protein	b2593	JW2575	ECK2591
2280658	2281638	CDS	C	rluD	ECMDS42_2139	23S rRNA pseudouridine synthase	b2594	JW2576	ECK2592
2281773	2282510	CDS	D	yfiO	ECMDS42_2140	predicted lipoprotein	b2595	JW2577	ECK2593
2282781	2283122	CDS	D	yfiA	ECMDS42_2141	cold shock protein	b2597	JW2578	ECK2594
2283226	2283273	CDS	D	pheL	ECMDS42_2142	pheA gene leader peptide	b2598	JW2579	ECK2595
2283372	2284532	CDS	D	pheA	ECMDS42_2143	fused chorismate mutase P/prephenate dehydratase	b2599	JW2580	ECK2596
2284575	2285696	CDS	C	tyrA	ECMDS42_2144	fused chorismate mutase T/prephenate dehydrogenase	b2600	JW2581	ECK2597
2285707	2286777	CDS	C	aroF	ECMDS42_2145	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase%2C tyrosine-repressible	b2601	JW2582	ECK2598
2286987	2287352	CDS	D	yfiL	ECMDS42_2146	predicted protein	b2602	JW5412	ECK2599
2287502	2288020	CDS	D	yfiR	ECMDS42_2147	predicted protein	b2603	JW2584	ECK2600
2288010	2289236	CDS	D	yfiN	ECMDS42_2148	predicted diguanylate cyclase	b2604	JW2585	ECK2601
2289252	2289734	CDS	D	yfiB	ECMDS42_2149	predicted outer membrane lipoprotein	b2605	JW2586	ECK2602
2289810	2290157	CDS	C	rplS	ECMDS42_2150	50S ribosomal subunit protein L19	b2606	JW2587	ECK2603
2290199	2290966	CDS	C	trmD	ECMDS42_2151	tRNA (guanine-1-)-methyltransferase	b2607	JW2588	ECK2604
2290997	2291545	CDS	C	rimM	ECMDS42_2152	16S rRNA processing protein	b2608	JW5413	ECK2605
2291564	2291812	CDS	C	rpsP	ECMDS42_2153	30S ribosomal subunit protein S16	b2609	JW2590	ECK2606
2292061	2293422	CDS	C	ffh	ECMDS42_2154	signal recognition particle (SRP) component with 4.5S RNA	b2610	JW5414	ECK2607
2293514	2294380	CDS	D	ypjD	ECMDS42_2155	predicted inner membrane protein	b2611	JW2592	ECK2608
2294491	2295687	CDS	D	yfjD	ECMDS42_2156	predicted inner membrane protein	b4461	JW5415	ECK2609
2295742	2296335	CDS	C	grpE	ECMDS42_2157	heat shock protein	b2614	JW2594	ECK2610
2296458	2297336	CDS	D	uppS	ECMDS42_2158	NAD kinase	b2615	JW2596	ECK2611
2297422	2299083	CDS	D	recN	ECMDS42_2159	recombination and repair protein	b2616	JW5416	ECK2612
2299232	2299573	CDS	D	smpA	ECMDS42_2160	small membrane lipoprotein	b2617	JW2598	ECK2613
2299635	2299925	CDS	C	yfjF	ECMDS42_2161	predicted protein	b2618	JW2599	ECK2614
2299915	2300391	CDS	C	yfjG	ECMDS42_2162	conserved protein	b2619	JW2600	ECK2615
2300523	2301005	CDS	D	smpB	ECMDS42_2163	trans-translation protein	b2620	JW2601	ECK2616
2301808	2303256	CDS	D	gabD	ECMDS42_2165	succinate-semialdehyde dehydrogenase I%2C NADP-dependent	b2661	JW2636	ECK2655
2303270	2304550	CDS	D	gabT	ECMDS42_2166	4-aminobutyrate aminotransferase%2C PLP-dependent	b2662	JW2637	ECK2656
2304788	2306188	CDS	D	gabP	ECMDS42_2167	gamma-aminobutyrate transporter	b2663	JW2638	ECK2657
2306209	2306871	CDS	D	csiR	ECMDS42_2168	DNA-binding transcriptional dual regulator	b2664	JW2639	ECK2658
2306872	2307321	CDS	C	ygaU	ECMDS42_2169	predicted protein	b2665	JW2640	ECK2659
2307405	2307563	CDS	C	yqaE	ECMDS42_2170	predicted membrane protein	b2666	JW2641	ECK2660
2307746	2308045	CDS	D	ygaV	ECMDS42_2171	predicted DNA-binding transcriptional regulator	b2667	JW2642	ECK2661
2308055	2308579	CDS	D	ygaP	ECMDS42_2172	predicted inner membrane protein with hydrolase activity	b2668	JW2643	ECK2662
2308626	2309030	CDS	C	stpA	ECMDS42_2173	DNA binding protein	b2669	JW2644	ECK2663
2309699	2310148	CDS	D	ygaW	ECMDS42_2174	predicted inner membrane protein	b2670	JW2645	ECK2664
2310185	2310529	CDS	C	ygaC	ECMDS42_2175	predicted protein	b2671	JW2646	ECK2665
2310669	2311010	CDS	D	ygaM	ECMDS42_2176	predicted protein	b2672	JW2647	ECK2666
2311258	2311503	CDS	D	nrdH	ECMDS42_2177	glutaredoxin-like protein	b2673	JW2648	ECK2667
2311500	2311910	CDS	D	nrdI	ECMDS42_2178	protein that stimulates ribonucleotide reduction	b2674	JW2649	ECK2668
2311883	2314027	CDS	D	nrdE	ECMDS42_2179	ribonucleoside-diphosphate reductase 2%2C alpha subunit	b2675	JW2650	ECK2669
2314037	2314996	CDS	D	nrdF	ECMDS42_2180	ribonucleoside-diphosphate reductase 2%2C beta subunit%2C ferritin-like	b2676	JW2651	ECK2670
2315350	2316552	CDS	D	proV	ECMDS42_2181	glycine betaine transporter subunit	b2677	JW2652	ECK2671
2316545	2317609	CDS	D	proW	ECMDS42_2182	glycine betaine transporter subunit	b2678	JW2653	ECK2672
2317667	2318659	CDS	D	proX	ECMDS42_2183	glycine betaine transporter subunit	b2679	JW2654	ECK2673
2318851	2319117	CDS	D	ygaX	ECMDS42_2184	predicted transporter	b2680	JW2655	ECK2674
2320152	2320889	CDS	D	ygaZ	ECMDS42_2186	predicted transporter	b2682	JW2657	ECK2676
2320879	2321214	CDS	D	ygaH	ECMDS42_2187	predicted inner membrane protein	b2683	JW2658	ECK2677
2321305	2321835	CDS	D	mprA	ECMDS42_2188	DNA-binding transcriptional regulator	b2684	JW2659	ECK2678
2321962	2323134	CDS	D	emrA	ECMDS42_2189	multidrug efflux system	b2685	JW2660	ECK2679
2323151	2324689	CDS	D	emrB	ECMDS42_2190	multidrug efflux system protein	b2686	JW2661	ECK2680
2324753	2325268	CDS	C	luxS	ECMDS42_2191	S-ribosylhomocysteinase	b2687	JW2662	ECK2681
2325418	2326974	CDS	C	gshA	ECMDS42_2193	gamma-glutamate-cysteine ligase	b2688	JW2663	ECK2683
2327047	2327475	CDS	C	yqaA	ECMDS42_2194	conserved inner membrane protein	b2689	JW2664	ECK2684
2327472	2328038	CDS	C	yqaB	ECMDS42_2195	predicted hydrolase	b2690	JW2665	ECK2685
2329496	2329681	CDS	C	csrA	ECMDS42_2201	pleiotropic regulatory protein for carbon source metabolism	b2696	JW2666	ECK2691
2329916	2332546	CDS	C	alaS	ECMDS42_2202	alanyl-tRNA synthetase	b2697	JW2667	ECK2692
2332674	2333174	CDS	C	recX	ECMDS42_2203	regulatory protein for RecA	b2698	JW2668	ECK2693
2333243	2334304	CDS	C	recA	ECMDS42_2204	DNA strand exchange and recombination protein with protease and nuclease activity	b2699	JW2669	ECK2694
2334384	2334881	CDS	C	ygaD	ECMDS42_2205	conserved protein	b2700	JW2670	ECK2695
2335026	2336111	CDS	C	mltB	ECMDS42_2206	membrane-bound lytic murein transglycosylase B	b2701	JW2671	ECK2696
2336367	2336930	CDS	D	srlA	ECMDS42_2207	glucitol/sorbitol-specific enzyme IIC component of PTS	b2702	JW5429	ECK2697
2336927	2337886	CDS	D	srlE	ECMDS42_2208	glucitol/sorbitol-specific enzyme IIB component of PTS	b2703	JW5430	ECK2698
2337897	2338268	CDS	D	srlB	ECMDS42_2209	glucitol/sorbitol-specific enzyme IIA component of PTS	b2704	JW2673	ECK2699
2338272	2339051	CDS	D	srlD	ECMDS42_2210	sorbitol-6-phosphate dehydrogenase	b2705	JW2674	ECK2700
2339156	2339515	CDS	D	gutM	ECMDS42_2211	DNA-binding transcriptional activator	b2706	JW2675	ECK2701
2339582	2340355	CDS	D	srlR	ECMDS42_2212	DNA-binding transcriptional repressor	b2707	JW2676	ECK2702
2340348	2341313	CDS	D	gutQ	ECMDS42_2213	predicted phosphosugar-binding protein	b2708	JW5431	ECK2703
2341310	2342824	CDS	C	norR	ECMDS42_2214	DNA-binding transcriptional activator	b2709	JW5843	ECK2704
2343011	2344450	CDS	D	norV	ECMDS42_2215	flavorubredoxin oxidoreductase	b2710	JW2680	ECK2705
2344447	2345580	CDS	D	norW	ECMDS42_2216	NADH:flavorubredoxin oxidoreductase	b2711	JW2681	ECK2706
2345708	2347960	CDS	C	hypF	ECMDS42_2217	carbamoyl phosphate phosphatase and maturation protein for [NiFe] hydrogenases	b2712	JW5433	ECK2707
2348113	2348640	CDS	C	hydN	ECMDS42_2218	formate dehydrogenase-H%2C [4Fe-4S] ferredoxin subunit	b2713	JW2683	ECK2708
2348789	2349802	CDS	C	ascG	ECMDS42_2219	DNA-binding transcriptional regulator	b2714	JW5434	ECK2709
2350059	2351516	CDS	D	ascF	ECMDS42_2220	fused cellobiose/arbutin/salicin-specific enzyme IIBC component of PTS	b2715	JW5435	ECK2710
2351525	2352949	CDS	D	ascB	ECMDS42_2221	cryptic 6-phospho-beta-glucosidase	b2716	JW2686	ECK2711
